network	station_id	station_name	station_type	owner	lat	lon
NDBC	44014	VIRGINIA BEACH 64 NM East of Virginia Beach, VA	2.1-meter ionomer foam buoy	N	36.603	-74.837
NDBC	44015		3-meter discus buoy	N	37.5	-73.4
NDBC	44017	MONTAUK POINT - 23 NM SSW of Montauk Point, NY	3-meter foam buoy	N	40.693	-72.049
NDBC	44018	CAPE COD - 9 NM North of Provincetown, MA	3-meter foam buoy	N	42.203	-70.154
NDBC	44019		3-meter discus buoy	N	36.4	-75.2
NDBC	44020	NANTUCKET SOUND	3-meter foam buoy	N	41.497	-70.283
NDBC	44021	Buoy D - New Meadows River	Moored Buoy	NC	43.762	-69.988
NDBC	44022	Execution Rocks	Moored Buoy	Y	40.883	-73.728
NDBC	44023		3-meter discus buoy	N	37.5	-74.4
NDBC	44024	Buoy N01 - Northeast Channel	Moored Buoy	NC	42.325	-65.909
NDBC	44025	LONG ISLAND - 30 NM South of Islip, NY	3-meter foam buoy	N	40.258	-73.175
NDBC	44026		3-meter discus buoy	N	36.0	-73.5
NDBC	44027	Jonesport, ME - 20 NM SE of Jonesport, ME	3-meter foam buoy	N	44.284	-67.301
NDBC	44028	Buzzard's Bay	USCG Large Navigational Buoy	N	41.4	-71.08
NDBC	44029	Buoy A01 - Massachusetts Bay	Moored Buoy	NC	42.523	-70.566
NDBC	44030	Buoy B01 - Western Maine Shelf	Moored Buoy	NC	43.179	-70.426
NDBC	44031	Buoy C0201 - Casco Bay	2-meter discus buoy	NC	43.57	-70.06
NDBC	44032	Buoy E01 - Central Maine Shelf	Moored Buoy	NC	43.715	-69.355
NDBC	44033	Buoy F01 - Penobscot Bay	Moored Buoy	NC	44.055	-68.996
NDBC	44034	Buoy I01 - Eastern Maine Shelf	Moored Buoy	NC	44.103	-68.112
NDBC	44035	Buoy J0201 - Cobscook Bay	2-meter discus buoy	NC	44.89	-67.02
NDBC	4403585	Walnut Creek Buoy	Moored Buoy	RC	42.132	-80.27
NDBC	4403586	Buffalo Buoy	GLOS Weather Station	BS	42.847	-78.904
NDBC	4403587	Whitefish Bay	Buoy	BMI	46.545	-84.769
NDBC	44036	Buoy K0102 - Saint John	2-meter discus buoy	NC	45.2	-66.02
NDBC	44037	Buoy M01 - Jordan Basin	Moored Buoy	NC	43.497	-67.876
NDBC	44038	Buoy L0102 - Scotian Shelf	2-meter discus buoy	NC	43.633	-66.55
NDBC	44039	Central Long Island Sound	Moored Buoy	Y	41.138	-72.655
NDBC	44040	Western Long Island Sound	Moored Buoy	Y	40.956	-73.58
NDBC	44041	Jamestown, VA	Moored Buoy	CB	37.211	-76.787
NDBC	44042	Potomac, MD	Moored Buoy	CB	38.033	-76.335
NDBC	44043	Patapsco, MD	Moored Buoy	CB	39.152	-76.391
NDBC	44044	Patuxent River Buoy	Moored Buoy	B	38.389	-76.526
NDBC	44052	Goodwin Islands	Marine Observation Buoy	VM	37.236	-76.399
NDBC	44053	Gloucester Point	Marine Observation Buoy	VM	37.244	-76.5
NDBC	44054	Lower Delaware Bay Buoy	Moored Buoy	DW	38.883	-75.183
NDBC	44055	Central Delaware Bay	Moored Buoy	DW	39.122	-75.256
NDBC	44056	Duck FRF, NC	Waverider Buoy	AC	36.2	-75.714
NDBC	44057	Susquehanna, MD	Moored Buoy	CB	39.54	-76.074
NDBC	44058	Stingray Point, VA	Moored Buoy	CB	37.567	-76.257
NDBC	44059	Norfolk, VA	Moored Buoy	CB	36.846	-76.298
NDBC	44060	Eastern Long Island Sound	2.4-meter foam hull buoy	Y	41.263	-72.067
NDBC	44061	Upper Potomac, MD	Moored Buoy	CB	38.788	-77.036
NDBC	44062	Gooses Reef, MD	Moored Buoy	CB	38.556	-76.415
NDBC	44063	Annapolis, MD	Moored Buoy	CB	38.963	-76.448
NDBC	44064	First Landing, VA	Moored Buoy	CB	36.998	-76.087
NDBC	44065	New York Harbor Entrance - 15 NM SE of Breezy Point , NY	3-meter foam buoy	N	40.368	-73.701
NDBC	44066	Texas Tower #4 - 75 NM East of Long Beach, NJ	3-meter foam buoy	N	39.618	-72.644
NDBC	44067	Potomac River, Near HWY 301	Buoy	IN	38.368	-76.996
NDBC	44068	VCU Rice Rivers Center	Moored Buoy	CB	37.314	-77.191
NDBC	44069	Great South Bay	Buoy	ST	40.699	-73.087
NDBC	44070	Buzzards Bay MA. Offshore	1.8-meter discus buoy	N	41.392	-71.004
NDBC	44071	Chesapeake Light Va.	1.8-meter discus buoy	N	36.906	-75.691
NDBC	44072	York Spit, VA	Moored Buoy	CB	37.201	-76.266
NDBC	44073	CO2 Gulf of Maine Buoy	Moored Buoy	NH	43.02	-70.54
NDBC	44074	Great Bay Buoy	Moored Buoy	NH	43.071	-70.868
NDBC	44075	OOI Pioneer Inshore Surface Mooring	Buoy	OO	40.363	-70.883
NDBC	44076	OOI Pioneer Central Surface Mooring	Buoy	OO	40.137	-70.775
NDBC	44077	OOI Pioneer Offshore Surface Mooring	Buoy	OO	39.94	-70.883
NDBC	44078	OOI Irminger Sea Surface Mooring	Buoy	OO	59.94	-39.52
NDBC	44079	OOI Pioneer - Mid-Atlantic Bight Northern Surface Mooring	Moored Buoy	OO	36.175	-74.827
NDBC	44080	Baltimore	Moored Buoy	CB	39.223	-76.528
NDBC	44084	Bethany Beach, DE (263)	Waverider Buoy	R	38.537	-75.044
NDBC	44085	Buzzards Bay, MA (260)	Waverider Buoy	WN	41.387	-71.032
NDBC	44086	Nags Head, NC (243)	Waverider Buoy	SI	36.001	-75.421
NDBC	44087	Thimble Shoal, VA (240)	Waverider Buoy	NV	37.043	-76.129
NDBC	44088	Virginia Beach Offshore, VA (171)	Waverider Buoy	R	36.612	-74.839
NDBC	44089	Wallops Island, VA (224)	Waverider Buoy	AC	37.756	-75.325
NDBC	44090	Cape Cod Bay, MA (221)	Waverider Buoy	WN	41.84	-70.329
NDBC	44091	Barnegat, NJ (209)	Waverider Buoy	AC	39.772	-73.769
NDBC	44092	Isle of Shoals, NH (211)	Waverider Buoy	NO	42.942	-70.632
NDBC	44093	Offshore Wind Energy Area, VA (210)	Waverider Buoy	VD	36.872	-75.492
NDBC	44094	Fire Island Nearshore, NY (207)	Waverider Buoy	R	40.585	-73.106
NDBC	44095	Oregon Inlet, NC (192)	Waverider Buoy	SI	35.75	-75.33
NDBC	44096	Cape Charles, VA (186)	Waverider Buoy	R	37.023	-75.809
NDBC	44097	Block Island, RI  (154)	Waverider Buoy	R	40.966	-71.123
NDBC	44098	Jeffrey's Ledge, NH (160)	Waverider Buoy	NH	42.8	-70.169
NDBC	44099	Cape Henry, VA (147)	Waverider Buoy	R	36.915	-75.722
NDBC	44100	Duck FRF 26m, NC (430)	Waverider Buoy	R	36.257	-75.593
NDBC	44137	East Scotia Slope	6-meter NOMAD buoy	C	42.26	-62.03
NDBC	44138	SW Grand Banks	6-meter NOMAD buoy	C	44.25	-53.63
NDBC	44139	Banqureau Banks	6-meter NOMAD buoy	C	44.24	-57.1
NDBC	44140	Tail of the Bank	6-meter NOMAD buoy	C	42.87	-51.47
NDBC	44141	Laurentian Fan	6-meter NOMAD buoy	C	42.99	-57.96
NDBC	44142	La Have Bank	Canadian NOMAD buoy	C	42.5	-64.033
NDBC	44150	La Have Bank	6-meter NOMAD buoy	C	42.5	-64.02
NDBC	44172	Halifax Harbor, NS, Canada - 176	Waverider Buoy	R	44.5	-63.408
NDBC	44174	Anticosti	Buoy	C	49.075	-60.822
NDBC	44175	iles de la Madeleine	Buoy	C	46.877	-62.0
NDBC	44176	Point Escuminac	Buoy	C	47.535	-64.527
NDBC	44235	South Ramea Island, Newfoundland (170)	Waverider Buoy	C	47.263	-57.341
NDBC	44251	Nickerson Bank	6-meter NOMAD buoy	C	46.44	-53.39
NDBC	44255	NE Burgeo Bank	6-meter NOMAD buoy	C	47.27	-57.34
NDBC	44258	Halifax Harbour	3-meter discus buoy	C	44.5	-63.4
NDBC	44401	NORTHEAST CASTLE ROCK SEAMOUNT - 620NM South of St John's Newfoundland, CN	2.6-meter discus buoy	N	37.592	-50.03
NDBC	44402	SOUTHEAST BLOCK CANYON - 130 NM SE of Fire Island, NY	2.6-meter discus buoy	N	39.314	-70.717
NDBC	44403	SABLE ISLAND BANK - 437 NM E of Boston, MA	2.6 meter DART buoy	N	41.928	-61.664
NDBC	44488	East of Chedabucto Bay	3-meter discus buoy	C	45.44	-60.95
NDBC	44489	West Chedabucto Bay	3-meter discus buoy	C	45.49	-61.14
NDBC	44490	West Bay of Fundy	3-meter discus buoy	C	44.66	-66.37
NDBC	44585	Drifting Buoy	Drifting Buoy	N	43.354	-67.635
NDBC	44t14	VIRGINIA BEACH 64 NM East of Virginia Beach, VA	2.1-meter ionomer foam buoy	N	36.611	-74.847
NDBC	45001	MID SUPERIOR- 60 NM North Northeast Hancock, MI	2.1-meter ionomer foam buoy	N	48.061	-87.793
NDBC	45002	NORTH MICHIGAN- Halfway between North Manitou and Washington Islands.	2.1-meter ionomer foam buoy	N	45.344	-86.411
NDBC	45003	NORTH HURON - 32NM Northeast of Alpena, MI	2.3-meter foam discus buoy	N	45.351	-82.84
NDBC	45004	EAST SUPERIOR -70 NM NE Marquette, MI	2.3-meter foam discus buoy	N	47.583	-86.586
NDBC	45005	WEST ERIE - 16 NM NW of Lorain, OH	2.3-meter foam discus buoy	N	41.677	-82.398
NDBC	45006	WEST SUPERIOR - 30NM NE of Outer Island, WI	2.3-meter foam discus buoy	N	47.335	-89.793
NDBC	45007	SOUTH MICHIGAN - 43NM East Southeast of Milwaukee, WI	2.3-meter foam discus buoy	N	42.674	-87.026
NDBC	45008	SOUTH HURON - 43NM East of Oscoda, MI	2.3-meter foam discus buoy	N	44.283	-82.416
NDBC	45009		3-meter discus buoy	N	41.6	-82.0
NDBC	45010		2.4-meter discus buoy	N	43.0	-87.8
NDBC	45011	Grand Haven Michigan	3-meter discus buoy	N	43.02	-86.27
NDBC	45012	EAST Lake Ontario  - 20NM North Northeast of Rochester, NY	2.3-meter foam discus buoy	N	43.621	-77.401
NDBC	45013	ATW20 - Atwater Park, WI	Buoy	WM	43.098	-87.85
NDBC	45014	GB17 - South Green Bay, WI	Buoy	WM	44.794	-87.758
NDBC	45015	Calumet Beach, Chicago, IL	Buoy	CH	41.714	-87.527
NDBC	45016	Sixth-third St. Beach, Chicago, IL	Buoy	CH	41.783	-87.573
NDBC	45017	Oak St. Beach, Chicago, IL	Buoy	CH	41.903	-87.622
NDBC	45018	Montrose Ave. Beach, Chicago, IL	Buoy	CH	41.968	-87.637
NDBC	45019	Foster Ave. Beach, Chicago, IL	Buoy	CH	41.979	-87.649
NDBC	45020	Grand Traverse Bay South Buoy, MI	Moored Buoy	NI	44.789	-85.604
NDBC	45021	Traverse Bay #3, MI	Moored Buoy	MI	45.048	-85.493
NDBC	45022	Little Traverse Bay Buoy, MI	Moored Buoy	MC	45.404	-85.088
NDBC	45023	North Entry Buoy, North Keweenaw Peninsula, MI	Moored Buoy	MT	47.27	-88.607
NDBC	45024	Ludington Buoy, MI	Moored Buoy	MC	43.98	-86.56
NDBC	45025	South Entry Buoy, South Keweenaw Peninsula, MI	Buoy	MT	46.969	-88.398
NDBC	45026	Cook Nuclear Plant Buoy, Stevensville, MI	Buoy	LT	41.982	-86.619
NDBC	45027	McQuade Harbor Nearshore, MN	Buoy	MN	46.86	-91.93
NDBC	45028	Western Lake Superior	Buoy	MN	46.814	-91.829
NDBC	45029	Holland Buoy, MI	Buoy	LT	42.9	-86.272
NDBC	45132	Port Stanley	3-meter discus buoy	C	42.46	-81.22
NDBC	45135	Prince Edward Pt	3-meter discus buoy	C	43.78	-76.87
NDBC	45136	Slate Island	Buoy	C	48.54	-86.95
NDBC	45137	Georgian Bay	Buoy	C	45.54	-81.02
NDBC	45138	Mont Louis	3-meter discus buoy	C	49.54	-65.71
NDBC	45139	West Lake Ontario - Grimsby	3-meter discus buoy	C	43.25	-79.53
NDBC	45140	Lake Winnipeg S. Basin	Buoy	C	50.8	-96.73
NDBC	45141	Great Slave Lake	3-meter discus buoy	C	61.18	-115.31
NDBC	45142	Port Colborne	3-meter discus buoy	C	42.74	-79.29
NDBC	45143	South Georgian Bay	3-meter discus buoy	C	44.94	-80.627
NDBC	45144	Lake Winnipeg North	Buoy	C	53.23	-98.29
NDBC	45145	Lake Winnipeg Narrows	Buoy	C	51.87	-96.97
NDBC	45147	Lake St Clair	Buoy	C	42.43	-82.68
NDBC	45148	Lake of the Woods	Buoy	C	49.65	-94.5
NDBC	45149	Southern Lake Huron	Buoy	C	43.54	-82.08
NDBC	45150	Great Slave Lake, North Arm	Buoy	C	61.98	-114.13
NDBC	45151	Lake Simcoe	Buoy	C	44.5	-79.37
NDBC	45152	Lake Nipissing	Buoy	C	46.23	-79.72
NDBC	45154	North Channel East	Buoy	C	46.05	-82.64
NDBC	45155	Pan Am Games	3-meter discus buoy	C	43.59	-79.39
NDBC	45158	Hudson Bay	Buoy	C	59.0	-94.0
NDBC	45159	NW Lake Ontario Ajax	3-meter discus buoy	C	43.77	-78.98
NDBC	45160	16-Mile Creek	Canadian NOMAD buoy	C	43.417	-79.633
NDBC	45161	Muskegon Buoy, MI	Buoy	G	43.185	-86.354
NDBC	45162	Thunder Bay Buoy, Alpena, MI	Buoy	G	44.988	-83.269
NDBC	45163	Saginaw Bay Buoy, MI	Buoy	G	43.983	-83.6
NDBC	45164	Cleveland Buoy, OH	Buoy	LT	41.748	-81.698
NDBC	45165	Toledo Water Intake Buoy, Oregon, OH	Buoy	LT	41.704	-83.264
NDBC	45166	Lake Champlain - Inland Sea	Buoy	VE	44.785	-73.258
NDBC	45167	Erie Nearshore Buoy, Erie, PA	Buoy	RC	42.185	-80.135
NDBC	45168	South Haven Buoy, MI	Buoy	LT	42.397	-86.331
NDBC	45169	Lakewood Buoy, OH	Buoy	LT	41.615	-81.821
NDBC	45170	Michigan City Buoy, IN	Buoy	II	41.755	-86.968
NDBC	45171	Granite Island Buoy, Granite Island, MI	Buoy	NN	46.724	-87.411
NDBC	45172	Grand Marais Buoy, Grand Marais, MI	Buoy	NN	46.74	-85.98
NDBC	45173	Munising Buoy, Munising, MI	Buoy	NN	46.573	-86.572
NDBC	45174	Wilmette Buoy, IL	Buoy	IG	42.135	-87.655
NDBC	45175	Mackinac Straits West, Mackinaw City, MI	Buoy	MT	45.825	-84.772
NDBC	45176	Cleveland Intake Crib Buoy, OH	Buoy	LT	41.55	-81.765
NDBC	45177	Ohio St. Beach, Chicago, IL	Buoy	CH	41.894	-87.613
NDBC	45178	1 NM SE of Valcour Island, NY	Buoy	PL	44.603	-73.394
NDBC	45179	Stannard Rock Buoy	Buoy	SW	47.195	-87.224
NDBC	45180	Isle of Royale East, MI (230)	Waverider Buoy	AC	48.034	-87.73
NDBC	45183	Sleeping Bear Dunes	Moored Buoy	SD	44.982	-85.831
NDBC	45184	Green Bay East Buoy	Moored Buoy	WM	44.55	-87.959
NDBC	45185	Green Bay West Buoy	Moored Buoy	WM	44.577	-87.987
NDBC	45186	Waukegan Buoy, IL	Moored Buoy	UC	42.368	-87.795
NDBC	45187	Winthrop Harbor Buoy, IL	Moored Buoy	UC	42.491	-87.779
NDBC	45188	Champlain Bridge Buoy	Buoy	PL	44.094	-73.423
NDBC	45190	Sodus Point, NY	Buoy	PL	43.282	-76.961
NDBC	45191	Oak Orchard, NY	Buoy	PL	43.388	-78.192
NDBC	45194	McGulpin Point North, MI (253)	Waverider Buoy	MT	45.803	-84.792
NDBC	45195	Schuyler Reef, NY (251)	Waverider Buoy	G	44.488	-73.339
NDBC	45196	Rocky River, OH	Buoy	LT	41.521	-81.88
NDBC	45197	Euclid, OH	Buoy	LT	41.619	-81.617
NDBC	45198	Chicago Buoy	Buoy	II	41.892	-87.563
NDBC	45199	Salmon Unlimited Wisconsin	Buoy	SU	42.702	-87.647
NDBC	45200	Maumee Bay Buoy	Moored Buoy	CA	41.724	-83.37
NDBC	45201	Erie Islands Buoy	Moored Buoy	CA	41.601	-82.781
NDBC	45202	Port Clinton Buoy	Moored Buoy	CA	41.532	-82.941
NDBC	45203	Huron Buoy	Moored Buoy	CA	41.393	-82.512
NDBC	45204	Sheffield Buoy	Moored Buoy	CA	41.508	-82.115
NDBC	45205	Edgewater Beach Buoy	Moored Buoy	CA	41.501	-81.748
NDBC	45206	Euclid Beach Buoy	Moored Buoy	CA	41.585	-81.583
NDBC	45207	Mentor Harbor Buoy	Moored Buoy	CA	41.731	-81.367
NDBC	45208	Ashtabula Buoy	Moored Buoy	CA	41.913	-80.807
NDBC	45209	Lakeport Buoy, MI	Moored Buoy	GA	43.129	-82.391
NDBC	45210	Rawley Point East, WI (269)	Waverider Buoy	R	44.055	-87.05
NDBC	45211	Grand Island North, MI (268)	Waverider Buoy	R	46.973	-86.568
NDBC	45212	North Huron Spotter	Spotter Buoy	MT	45.351	-82.84
NDBC	45213	East Superior Spotter	Spotter Buoy	MT	47.588	-86.588
NDBC	45214	South Michigan Spotter	Spotter Buoy	MT	42.674	-87.026
NDBC	45215	Oswego, NY (274)	Waverider Buoy	R	43.501	-76.539
NDBC	45216	Ontonagon, MI	Moored Buoy	MT	46.907	-89.354
NDBC	45217	Wisconsin Point	Buoy	MN	46.708	-92.0
NDBC	45218	Wisconsin Shipwreck Coast NMS / Sheboygan, WI	Buoy	WD	43.731	-87.624
NDBC	45219	Two Harbors Nearshore Buoy	Moored Buoy	MN	47.021	-91.625
NDBC	45220	Dunkirk Buoy	GLOS Weather Station	BS	42.561	-79.432
NDBC	45221	North Lake Champlain	Moored Buoy	PL	44.756	-73.355
NDBC	45222	Beach 2 Buoy	Moored Buoy	RC	42.126	-80.148
NDBC	45223	Beach 6 Buoy	Moored Buoy	RC	42.144	-80.139
NDBC	45t01	MID SUPERIOR- 60NM North Northeast Hancock, MI	2.1-meter ionomer foam buoy	N	48.008	-87.666
NDBC	46001	WESTERN GULF OF ALASKA  - 175NM SE of Kodiak, AK	3-meter foam buoy w/ seal cage	N	56.296	-148.027
NDBC	46002	WEST OREGON - 275NM West of Coos Bay, OR	3-meter foam buoy w/ seal cage	N	42.56	-130.523
NDBC	46003	S ALEUTIANS	6-meter NOMAD buoy	N	51.831	-155.85
NDBC	46004	Middle Nomad	6-meter NOMAD buoy	C	50.93	-136.1
NDBC	46005	WEST WASHINGTON - 300NM West of Aberdeen, WA	3-meter foam buoy	N	46.147	-131.077
NDBC	46006	SOUTHEAST PAPA - 600NM West of Eureka, CA	3-meter foam buoy	N	40.73	-137.42
NDBC	46007		6-meter NOMAD buoy	N	59.2	-152.7
NDBC	46008		12-meter discus buoy	N	57.1	-151.7
NDBC	46009		6-meter NOMAD buoy	N	60.2	-146.8
NDBC	46010		USCG Large Navigational Buoy	N	46.2	-124.2
NDBC	46011	SANTA MARIA - 21NM NW of Point Arguello, CA	3-meter discus buoy w/ seal cage	N	34.937	-120.999
NDBC	46012	HALF MOON BAY - 24NM SSW of San Francisco, CA	Uncrewed Surface Vehicle	N	37.356	-122.881
NDBC	46013	BODEGA BAY - 48NM NW of San Francisco, CA	3-meter discus buoy w/ seal cage	N	38.235	-123.317
NDBC	46014	PT ARENA - 19NM North of Point Arena, CA	3-meter discus buoy w/ seal cage	N	39.225	-123.98
NDBC	46015	PORT ORFORD - 15 NM West of Port Orford, OR	3-meter discus buoy w/ seal cage	N	42.754	-124.839
NDBC	46016		Platform EXXON	N	63.283	-170.3
NDBC	46017		Platform EXXON 6	N	60.283	-172.3
NDBC	46018		MAREX	N	60.283	-177.0
NDBC	46019		Platform	N	57.2	-170.3
NDBC	46020		MAREX	N	55.883	-168.0
NDBC	46021		MAREX	N	57.7	-160.0
NDBC	46022	EEL RIVER - 17NM WSW of Eureka, CA	3-meter foam buoy w/ seal cage	N	40.716	-124.54
NDBC	46023	PT ARGUELLO - 17NM WNW of Point Arguello, CA	10-meter discus buoy	N	34.714	-120.967
NDBC	46024		10-meter discus buoy	N	33.0	-119.2
NDBC	46025	Santa Monica Basin - 33NM WSW of Santa Monica, CA	3-meter discus buoy w/ seal cage	N	33.765	-119.077
NDBC	46026	SAN FRANCISCO - 18NM West of San Francisco, CA	3-meter foam buoy	N	37.75	-122.838
NDBC	46027	ST GEORGES - 8 NM NW of Crescent City, CA	3-meter discus buoy w/ seal cage	N	41.84	-124.382
NDBC	46028	CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA	3-meter foam buoy w/ seal cage	N	35.763	-121.9
NDBC	46029	COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth	2.1-meter ionomer foam buoy w/ seal cage	N	46.148	-124.508
NDBC	46030	BLUNTS REEF	3-meter discus buoy	N	40.423	-124.525
NDBC	46031		Platform	N	55.5	-161.683
NDBC	46032		MAREX	N	54.2	-165.8
NDBC	46033		MAREX	N	55.783	-159.8
NDBC	46034		MAREX	N	55.1	-163.1
NDBC	46035	CENTRAL BERING SEA - 310 NM North of Adak, AK	3-meter foam buoy	N	57.034	-177.468
NDBC	46036	South Nomad	6-meter NOMAD buoy	C	48.36	-133.94
NDBC	46037		3-meter discus buoy	N	48.3	-133.8
NDBC	46038		ELB	N	41.9	-124.4
NDBC	46039		ATON	N	48.2	-123.4
NDBC	46040		3-meter discus buoy	N	44.8	-124.3
NDBC	46041	CAPE ELIZABETH - 45NM NW of Aberdeen, WA	3-meter discus buoy w/ seal cage	N	47.351	-124.741
NDBC	46042	MONTEREY - 27NM WNW of Monterey, CA	3-meter foam buoy w/ seal cage	N	36.787	-122.408
NDBC	46043		ELB	N	46.9	-124.2
NDBC	46044		2.3-meter NOOSS buoy	MB	36.7	-122.378
NDBC	46045	REDONDO BEACH	3-meter discus buoy	N	33.84	-118.45
NDBC	46047	TANNER BANK - 121 NM West of San Diego, CA	3-meter foam buoy	N	32.418	-119.535
NDBC	46048		10-meter discus buoy	N	32.9	-117.9
NDBC	46050	STONEWALL BANK - 20NM West of Newport, OR	3-meter foam buoy	N	44.679	-124.535
NDBC	46051	Harvest Experiment Platform	3-meter discus buoy	N	34.48	-120.69
NDBC	46053	EAST SANTA BARBARA  - 12NM Southwest of Santa Barbara, CA	3-meter foam buoy w/ seal cage	N	34.246	-119.842
NDBC	46054	WEST SANTA BARBARA  38 NM West of Santa Barbara, CA	3-meter discus buoy w/ seal cage	N	34.274	-120.468
NDBC	46059	WEST CALIFORNIA - 357NM West of San Francisco, CA	3-meter discus buoy	N	38.067	-129.895
NDBC	46060	WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK	3-meter foam buoy w/ seal cage	N	60.571	-146.795
NDBC	46061	Seal Rocks - Between Montague and Hinchinbrook Islands, AK	3-meter discus buoy w/ seal cage	N	60.23	-146.837
NDBC	46062	Pt. San Luis, CA - 18 NM South Southwest of Morro Bay, CA	3-meter discus buoy	N	35.101	-121.01
NDBC	46063	Pt.Conception, CA - 50NM West of Santa Barbara, CA	3-meter discus buoy	N	34.273	-120.699
NDBC	46066	SOUTH KODIAK - 310NM SSW of Kodiak, AK	3-meter discus buoy	N	52.776	-154.992
NDBC	46069	SOUTH SANTA ROSA - 14 NM SW of Santa Rosa Island, CA	3-meter foam buoy w/ seal cage	N	33.657	-120.227
NDBC	46070	SOUTHWEST BERING SEA - 142NM NNE OF ATTU IS, AK	3-meter foam buoy	N	55.048	175.246
NDBC	46071	WESTERN ALEUTIANS - 14NM SOUTH OF AMCHITKA IS, AK	3-meter discus buoy w/ seal cage	N	51.035	179.808
NDBC	46072	CENTRAL ALEUTIANS 230 NM SW Dutch Harbor	3-meter discus buoy	N	51.645	-172.145
NDBC	46073	SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK	3-meter discus buoy	N	54.985	-171.874
NDBC	46075	SHUMAGIN ISLANDS - 85NM South of Sand Point, AK	3-meter discus buoy w/ seal cage	N	53.93	-160.763
NDBC	46076	CAPE CLEARE - 17 NM South of Montague Is,  AK	3-meter discus buoy w/ seal cage	N	59.508	-148.005
NDBC	46077	SHELIKOF STRAIT, AK	3-meter discus buoy w/ seal cage	N	57.869	-154.211
NDBC	46078	ALBATROSS BANK - 104NM South of Kodiak Is., AK	3-meter discus buoy w/ seal cage	N	55.561	-152.599
NDBC	46079	Barren Island	6-meter NOMAD buoy	N	59.05	-152.23
NDBC	46080	PORTLOCK BANK - 76 NM ENE of Kodiak, AK	3-meter discus buoy w/ seal cage	N	57.91	-150.129
NDBC	46081	Western Prince William Sound	3-meter discus buoy w/ seal cage	N	60.802	-148.283
NDBC	46082	Cape Suckling - 35 NM SE of Kayak Is, AK	3-meter discus buoy w/ seal cage	N	59.67	-143.353
NDBC	46083	FAIRWEATHER GROUND - 105 NM West  of Juneau, AK	3-meter discus buoy	N	58.276	-138.024
NDBC	46084	CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK	3-meter discus buoy w/ seal cage	N	56.614	-136.04
NDBC	46085	CENTRAL GULF OF ALASKA -  265NM West of Cape Ommaney, AK	3-meter foam buoy	N	55.84	-142.895
NDBC	46086	SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA	2.1-meter ionomer foam buoy	N	32.504	-118.029
NDBC	46087	Neah Bay - 6 NM North of Cape Flattery, WA (Traffic Separation Lighted Buoy)	3-meter discus buoy w/ seal cage	N	48.493	-124.727
NDBC	46088	NEW DUNGENESS - 17 NM NE of Port Angeles, WA	3-meter discus buoy w/ seal cage	N	48.332	-123.179
NDBC	46089	TILLAMOOK, OR - 85 NM WNW of Tillamook, OR	3-meter discus buoy w/ seal cage	N	45.928	-125.815
NDBC	46090	SOCAL WEST NOOS WX BUOY	Moored Buoy	N	32.876	-120.718
NDBC	46091	MBM0	Buoy	MB	36.835	-121.899
NDBC	46092	MBM1	Buoy	MB	36.751	-122.029
NDBC	46093	MBM2	Buoy	MB	36.69	-122.41
NDBC	46094	Buoy NH-10 - West of Newport, OR	Moored Buoy	NA	44.642	-124.3
NDBC	46096	Columbia River Entrance - SATURN Station #02 Offshore	Buoy	CM	46.173	-124.127
NDBC	46097	OOI Newport Shelf	Buoy	OO	44.639	-124.304
NDBC	46098	OOI Waldport Offshore	Buoy	OO	44.378	-124.947
NDBC	46099	OOI Westport Shelf	Buoy	OO	46.988	-124.567
NDBC	46100	OOI Westport Offshore	Buoy	OO	46.851	-124.964
NDBC	46105	South Cook Inlet - 10NM NW of East Amatuli Light, AK	1.8-meter discus buoy	N	59.049	-152.233
NDBC	46106	Central Cook Inlet AK	1.8-meter discus buoy	N	59.76	-152.09
NDBC	46107	Montague Strait	1.8-meter discus buoy	N	59.925	-147.992
NDBC	46108	Lower Cook Inlet (204)	Waverider Buoy	AS	59.598	-151.828
NDBC	46109	Port Angeles Buoy	Buoy	IN	48.123	-123.395
NDBC	46110	Sequim Buoy	Buoy	IN	48.115	-123.032
NDBC	46111	Fort Worden Buoy	Buoy	IN	48.131	-122.748
NDBC	46112	Marrowstone Buoy	Buoy	IN	48.1	-122.73
NDBC	46113	Poulsbo Buoy	Buoy	IN	47.73	-122.646
NDBC	46114	West Monterey Bay, CA (185)	Waverider Buoy	R	36.7	-122.343
NDBC	46115	Bering Sea	12-meter discus buoy	N	57.069	-177.75
NDBC	46116	SATURN Estuary Station #07, Baker Bay, WA	Buoy	CM	46.287	-124.016
NDBC	46117	SATURN Estuary Station #09, Youngs Bay, OR	Buoy	CM	46.176	-123.869
NDBC	46118	Se'lhaem Bellingham Bay	Buoy	NA	48.724	-122.576
NDBC	46119	Cha'Ba La Push	Buoy	NA	47.967	-124.95
NDBC	46120	Pt Wells, WA (U of Wash)	Buoy	WA	47.761	-122.397
NDBC	46121	Carr Inlet, WA (U of Wash)	Buoy	WA	47.28	-122.73
NDBC	46122	Dabob Bay, WA (U of Wash)	Buoy	WA	47.803	-122.803
